L_nm,W_um,T_K,Vgs_V,Vds_V,log10_Id_A
90.0,0.2,250.0,0.09,0.5,-8.29638108958323
90.0,0.2,250.0,0.09,0.9,-7.795332066381981
90.0,0.2,250.0,0.09,1.2,-7.4294792423919995
90.0,0.2,250.0,0.1,0.05,-8.78775644715019
90.0,0.2,250.0,0.1,0.1,-8.688555551549905
90.0,0.2,250.0,0.1,0.3,-8.416583566378781
90.0,0.2,250.0,0.1,0.5,-8.160878459217242
90.0,0.2,250.0,0.1,0.9,-7.663594306154081
90.0,0.2,250.0,0.1,1.2,-7.302075296554171
90.0,0.2,250.0,0.11,0.05,-8.650277718524377
90.0,0.2,250.0,0.11,0.1,-8.55131068127929
90.0,0.2,250.0,0.11,0.3,-8.280453276831338
90.0,0.2,250.0,0.11,0.5,-8.02617921436824
90.0,0.2,250.0,0.11,0.9,-7.533030117559379
90.0,0.2,250.0,0.11,1.2,-7.1760786646983235
90.0,0.2,250.0,0.12,0.05,-8.513347117307237
90.0,0.2,250.0,0.12,0.1,-8.414647575606107
90.0,0.2,250.0,0.12,0.3,-8.14505968350559
90.0,0.2,250.0,0.12,0.5,-7.892403408970976
90.0,0.2,250.0,0.12,0.9,-7.4038132040562985
90.0,0.2,250.0,0.12,1.2,-7.051725952419931
90.0,0.2,250.0,0.13,0.05,-8.377045509461801
90.0,0.2,250.0,0.13,0.1,-8.27865111954743
90.0,0.2,250.0,0.13,0.3,-8.01050880173633
90.0,0.2,250.0,0.13,0.5,-7.759675444909566
90.0,0.2,250.0,0.13,0.9,-7.276117631919853
90.0,0.2,250.0,0.13,1.2,-6.929223537156565
90.0,0.2,250.0,0.14,0.05,-8.241465063224878
90.0,0.2,250.0,0.14,0.1,-8.143416099986338
90.0,0.2,250.0,0.14,0.3,-7.876916400195946
90.0,0.2,250.0,0.14,0.5,-7.628128974045837
90.0,0.2,250.0,0.14,0.9,-7.1501090768180084
90.0,0.2,250.0,0.14,1.2,-6.808753045676401
90.0,0.2,250.0,0.15,0.05,-8.10670717408303
90.0,0.2,250.0,0.15,0.1,-8.009050099307359
90.0,0.2,250.0,0.15,0.3,-7.744401896119551
90.0,0.2,250.0,0.15,0.5,-7.497907606925567
90.0,0.2,250.0,0.15,0.9,-7.025950019277065
90.0,0.2,250.0,0.15,1.2,-6.690474160935672
90.0,0.2,250.0,0.16,0.05,-7.972886973835008
90.0,0.2,250.0,0.16,0.1,-7.875668614415604
90.0,0.2,250.0,0.16,0.3,-7.613105266681657
90.0,0.2,250.0,0.16,0.5,-7.369158369311681
90.0,0.2,250.0,0.16,0.9,-6.90379237455683
90.0,0.2,250.0,0.16,1.2,-6.574514689291968
90.0,0.2,250.0,0.17,0.05,-7.840123136506595
90.0,0.2,250.0,0.17,0.1,-7.743397696469207
90.0,0.2,250.0,0.17,0.3,-7.483163302527462
90.0,0.2,250.0,0.17,0.5,-7.242032627358934
90.0,0.2,250.0,0.17,0.9,-6.783781299162863
90.0,0.2,250.0,0.17,1.2,-6.460986665060487
90.0,0.2,250.0,0.18,0.05,-7.708551225403438
90.0,0.2,250.0,0.18,0.1,-7.61236995422791
90.0,0.2,250.0,0.18,0.3,-7.354724157771354
90.0,0.2,250.0,0.18,0.5,-7.11668102607281
90.0,0.2,250.0,0.18,0.9,-6.666039130967339
90.0,0.2,250.0,0.18,1.2,-6.349973353146066
90.0,0.2,250.0,0.19,0.05,-7.578313828175486
90.0,0.2,250.0,0.19,0.1,-7.482732825522338
90.0,0.2,250.0,0.19,0.3,-7.227939535407686
90.0,0.2,250.0,0.19,0.5,-6.993251651142917
90.0,0.2,250.0,0.19,0.9,-6.550675906901273
90.0,0.2,250.0,0.19,1.2,-6.241537766999478
90.0,0.2,250.0,0.2,0.05,-7.449560056397658
90.0,0.2,250.0,0.2,0.1,-7.35463177518204
90.0,0.2,250.0,0.2,0.3,-7.102957675681276
90.0,0.2,250.0,0.2,0.5,-6.871888417385872
90.0,0.2,250.0,0.2,0.9,-6.43778091237921
90.0,0.2,250.0,0.2,1.2,-6.13572333509148
90.0,0.2,250.0,0.21,0.05,-7.322445056245376
90.0,0.2,250.0,0.21,0.1,-7.2282178283520695
90.0,0.2,250.0,0.21,0.3,-6.97992474968483
90.0,0.2,250.0,0.21,0.5,-6.752719212221948
90.0,0.2,250.0,0.21,0.9,-6.327420988643539
90.0,0.2,250.0,0.21,1.2,-6.032563419625282
90.0,0.2,250.0,0.22,0.05,-7.197123013809003
90.0,0.2,250.0,0.22,0.1,-7.103643013963058
90.0,0.2,250.0,0.22,0.3,-6.858980030140468
90.0,0.2,250.0,0.22,0.5,-6.635856288014172
90.0,0.2,250.0,0.22,0.9,-6.219647398365599
90.0,0.2,250.0,0.22,1.2,-5.93208519288377
90.0,0.2,250.0,0.23,0.05,-7.073750185298412
90.0,0.2,250.0,0.23,0.1,-6.981049978499025
90.0,0.2,250.0,0.23,0.3,-6.740248485062728
90.0,0.2,250.0,0.23,0.5,-6.52139743493378
90.0,0.2,250.0,0.23,0.9,-6.114493473964492
90.0,0.2,250.0,0.23,1.2,-5.834313589472069
90.0,0.2,250.0,0.24,0.05,-6.95247592299343
90.0,0.2,250.0,0.24,0.1,-6.860580627797423
90.0,0.2,250.0,0.24,0.3,-6.6238392891683775
90.0,0.2,250.0,0.24,0.5,-6.4094178390749965
90.0,0.2,250.0,0.24,0.9,-6.011986706257163
90.0,0.2,250.0,0.24,1.2,-5.739294337321596
90.0,0.2,250.0,0.25,0.05,-6.8334396469468714
90.0,0.2,250.0,0.25,0.1,-6.742355018268394
90.0,0.2,250.0,0.25,0.3,-6.50984198772506
90.0,0.2,250.0,0.25,0.5,-6.299975073749716
90.0,0.2,250.0,0.25,0.9,-5.9121511724291835
90.0,0.2,250.0,0.25,1.2,-5.647076917741328
90.0,0.2,250.0,0.26,0.05,-6.716771159742639
90.0,0.2,250.0,0.26,0.1,-6.626482982696011
90.0,0.2,250.0,0.26,0.3,-6.398328876277564
90.0,0.2,250.0,0.26,0.5,-6.193107418004582
90.0,0.2,250.0,0.26,0.9,-5.815021972639012
90.0,0.2,250.0,0.26,1.2,-5.557735079536141
90.0,0.2,250.0,0.27,0.05,-6.602579718387089
90.0,0.2,250.0,0.27,0.1,-6.5130512276658425
90.0,0.2,250.0,0.27,0.3,-6.289348772472985
90.0,0.2,250.0,0.27,0.5,-6.088845055651521
90.0,0.2,250.0,0.27,0.9,-5.720638811984281
90.0,0.2,250.0,0.27,1.2,-5.4713544972075345
90.0,0.2,250.0,0.28,0.05,-6.4909602005099405
90.0,0.2,250.0,0.28,0.1,-6.402131569522137
90.0,0.2,250.0,0.28,0.3,-6.182941272228151
90.0,0.2,250.0,0.28,0.5,-5.987213375657847
90.0,0.2,250.0,0.28,0.9,-5.629065218553164
90.0,0.2,250.0,0.28,1.2,-5.388038903889702
90.0,0.2,250.0,0.29,0.05,-6.381991671832308
90.0,0.2,250.0,0.29,0.1,-6.293776519495359
90.0,0.2,250.0,0.29,0.3,-6.079132434091039
90.0,0.2,250.0,0.29,0.5,-5.888236924474772
90.0,0.2,250.0,0.29,0.9,-5.5403813760826255
90.0,0.2,250.0,0.29,1.2,-5.307891038946568
90.0,0.2,250.0,0.3,0.05,-6.27574051917945
90.0,0.2,250.0,0.3,0.1,-6.188025064430327
90.0,0.2,250.0,0.3,0.3,-5.977947107300611
90.0,0.2,250.0,0.3,0.5,-5.791953880833621
90.0,0.2,250.0,0.3,0.9,-5.454684222477026
90.0,0.2,250.0,0.3,1.2,-5.231012088580425
90.0,0.2,250.0,0.31,0.05,-6.17226509120754
90.0,0.2,250.0,0.31,0.1,-6.084908449122004
90.0,0.2,250.0,0.31,0.3,-5.879412908554701
90.0,0.2,250.0,0.31,0.5,-5.69842313774247
90.0,0.2,250.0,0.31,0.9,-5.372081384428582
90.0,0.2,250.0,0.31,1.2,-5.157487489040937
90.0,0.2,250.0,0.32,0.05,-6.071624121651645
90.0,0.2,250.0,0.32,0.1,-5.98446002462688
90.0,0.2,250.0,0.32,0.3,-5.783578084648166
90.0,0.2,250.0,0.32,0.5,-5.607714678632256
90.0,0.2,250.0,0.32,0.9,-5.292681106137094
90.0,0.2,250.0,0.32,1.2,-5.087380509373602
90.0,0.2,250.0,0.33,0.05,-5.973883662135366
90.0,0.2,250.0,0.33,0.1,-5.886718615838638
90.0,0.2,250.0,0.33,0.3,-5.690497585033297
90.0,0.2,250.0,0.33,0.5,-5.519924035590331
90.0,0.2,250.0,0.33,0.9,-5.216585277052677
90.0,0.2,250.0,0.33,1.2,-5.020721208249885
90.0,0.2,250.0,0.34,0.05,-5.879133347701241
90.0,0.2,250.0,0.34,0.1,-5.791754872893666
90.0,0.2,250.0,0.34,0.3,-5.600267453768418
90.0,0.2,250.0,0.34,0.5,-5.435169479333783
90.0,0.2,250.0,0.34,0.9,-5.143885233736996
90.0,0.2,250.0,0.34,1.2,-4.957518995281473
90.0,0.2,250.0,0.35,0.05,-5.7875300627551685
90.0,0.2,250.0,0.35,0.1,-5.69969588239782
90.0,0.2,250.0,0.35,0.3,-5.513039905751496
90.0,0.2,250.0,0.35,0.5,-5.353614900802019
90.0,0.2,250.0,0.35,0.9,-5.074677592839445
90.0,0.2,250.0,0.35,1.2,-4.897761873780761
90.0,0.2,250.0,0.36,0.05,-5.699191551020998
90.0,0.2,250.0,0.36,0.1,-5.610637198204863
90.0,0.2,250.0,0.36,0.3,-5.428925025159649
90.0,0.2,250.0,0.36,0.5,-5.27536946485954
90.0,0.2,250.0,0.36,0.9,-5.008981371617776
90.0,0.2,250.0,0.36,1.2,-4.841384243318632
90.0,0.2,250.0,0.37,0.05,-5.614250772324721
90.0,0.2,250.0,0.37,0.1,-5.524684817577736
90.0,0.2,250.0,0.37,0.3,-5.3480332837525415
90.0,0.2,250.0,0.37,0.5,-5.200525046863421
90.0,0.2,250.0,0.37,0.9,-4.9467755351355045
90.0,0.2,250.0,0.37,1.2,-4.7882682442971936
90.0,0.2,250.0,0.38,0.05,-5.5328552903523
90.0,0.2,250.0,0.38,0.1,-5.441957778628808
90.0,0.2,250.0,0.38,0.3,-5.270469940802358
90.0,0.2,250.0,0.38,0.5,-5.129147984240733
90.0,0.2,250.0,0.38,0.9,-4.888001960225137
90.0,0.2,250.0,0.38,1.2,-4.738282846991264
90.0,0.2,250.0,0.39,0.05,-5.455153405527045
90.0,0.2,250.0,0.39,0.1,-5.362575319463223
90.0,0.2,250.0,0.39,0.3,-5.1963237438490735
90.0,0.2,250.0,0.39,0.5,-5.061276184365647
90.0,0.2,250.0,0.39,0.9,-4.832573366789962
90.0,0.2,250.0,0.39,1.2,-4.691273423201389
90.0,0.2,250.0,0.4,0.05,-5.381288933183152
90.0,0.2,250.0,0.4,0.1,-5.286653125456819
90.0,0.2,250.0,0.4,0.3,-5.125659104439476
90.0,0.2,250.0,0.4,0.5,-4.996910155065689
90.0,0.2,250.0,0.4,0.9,-4.7803735656045
90.0,0.2,250.0,0.4,1.2,-4.647080771576638
90.0,0.2,250.0,0.41,0.05,-5.311381764988891
90.0,0.2,250.0,0.41,0.1,-5.2142837436681795
90.0,0.2,250.0,0.41,0.3,-5.058506953219111
90.0,0.2,250.0,0.41,0.5,-4.9360214968630824
90.0,0.2,250.0,0.41,0.9,-4.731258262587524
90.0,0.2,250.0,0.41,1.2,-4.605529056539279
90.0,0.2,250.0,0.42,0.05,-5.245518643747335
90.0,0.2,250.0,0.42,0.1,-5.145535454455848
90.0,0.2,250.0,0.42,0.3,-4.994862404091136
90.0,0.2,250.0,0.42,0.5,-4.878532079716304
90.0,0.2,250.0,0.42,0.9,-4.685073634690477
90.0,0.2,250.0,0.42,1.2,-4.566447767724072
90.0,0.2,250.0,0.43,0.05,-5.183744113262952
90.0,0.2,250.0,0.43,0.1,-5.080442878238026
90.0,0.2,250.0,0.43,0.3,-4.934685498721688
90.0,0.2,250.0,0.43,0.5,-4.8243490491465
90.0,0.2,250.0,0.43,0.9,-4.641652007896754
90.0,0.2,250.0,0.43,1.2,-4.529664495248785
90.0,0.2,250.0,0.44,0.05,-5.126054278199785
90.0,0.2,250.0,0.44,0.1,-5.019005023255168
90.0,0.2,250.0,0.44,0.3,-4.877902134751167
90.0,0.2,250.0,0.44,0.5,-4.773343395356906
90.0,0.2,250.0,0.44,0.9,-4.600823146369314
90.0,0.2,250.0,0.44,1.2,-4.495015628022035
90.0,0.2,275.0,0.0,0.05,-9.766293345713619
90.0,0.2,275.0,0.0,0.1,-9.665751380792155
90.0,0.2,275.0,0.0,0.3,-9.405862797005826
90.0,0.2,275.0,0.0,0.5,-9.160686651223687
90.0,0.2,275.0,0.0,0.9,-8.670976568596018
90.0,0.2,275.0,0.0,1.2,-8.292965784339994
90.0,0.2,275.0,0.01,0.05,-9.639194602512173
90.0,0.2,275.0,0.01,0.1,-9.538749154713802
90.0,0.2,275.0,0.01,0.3,-9.279371911651914
90.0,0.2,275.0,0.01,0.5,-9.035094830872003
90.0,0.2,275.0,0.01,0.9,-8.549800176120309
90.0,0.2,275.0,0.01,1.2,-8.179742696856785
90.0,0.2,275.0,0.02,0.05,-9.512226915191095
90.0,0.2,275.0,0.02,0.1,-9.411876258674805
90.0,0.2,275.0,0.02,0.3,-9.152984137436853
90.0,0.2,275.0,0.02,0.5,-8.909498584566416
90.0,0.2,275.0,0.02,0.9,-8.427802425387931
90.0,0.2,275.0,0.02,1.2,-8.064040537604843
90.0,0.2,275.0,0.03,0.05,-9.385414913499263
90.0,0.2,275.0,0.03,0.1,-9.285161625551904
90.0,0.2,275.0,0.03,0.3,-9.026757119798372
90.0,0.2,275.0,0.03,0.5,-8.78401366081635
90.0,0.2,275.0,0.03,0.9,-8.305391291630253
90.0,0.2,275.0,0.03,1.2,-7.946748641814253
90.0,0.2,275.0,0.04,0.05,-9.258786926425655
90.0,0.2,275.0,0.04,0.1,-9.15863677485404
90.0,0.2,275.0,0.04,0.3,-8.900740739138318
90.0,0.2,275.0,0.04,0.5,-8.658729727170721
90.0,0.2,275.0,0.04,0.9,-8.182881052766906
90.0,0.2,275.0,0.04,1.2,-7.828557319607689
90.0,0.2,275.0,0.05,0.05,-9.132371081240843
90.0,0.2,275.0,0.05,0.1,-9.032334574238353
90.0,0.2,275.0,0.05,0.3,-8.774988104983102
90.0,0.2,275.0,0.05,0.5,-8.533733099574217
90.0,0.2,275.0,0.05,0.9,-8.060519186640049
90.0,0.2,275.0,0.05,1.2,-7.710003251858171
90.0,0.2,275.0,0.06,0.05,-9.006200613102893
90.0,0.2,275.0,0.06,0.1,-8.90629121501744
90.0,0.2,275.0,0.06,0.3,-8.649546515923623
90.0,0.2,275.0,0.06,0.5,-8.409098005449936
90.0,0.2,275.0,0.06,0.9,-7.938506053801388
90.0,0.2,275.0,0.06,1.2,-7.591512421718116
90.0,0.2,275.0,0.07,0.05,-8.880312011335189
90.0,0.2,275.0,0.07,0.1,-8.780543842753223
90.0,0.2,275.0,0.07,0.3,-8.5244726319873
90.0,0.2,275.0,0.07,0.5,-8.284899590584217
90.0,0.2,275.0,0.07,0.9,-7.8170150329964185
90.0,0.2,275.0,0.07,1.2,-7.473415208830542
90.0,0.2,275.0,0.08,0.05,-8.754746505643576
90.0,0.2,275.0,0.08,0.1,-8.655136350202872
90.0,0.2,275.0,0.08,0.3,-8.399819134586076
90.0,0.2,275.0,0.08,0.5,-8.161213855053406
90.0,0.2,275.0,0.08,0.9,-7.696197218576821
90.0,0.2,275.0,0.08,1.2,-7.355988036133588
90.0,0.2,275.0,0.09,0.05,-8.629551680066358
90.0,0.2,275.0,0.09,0.1,-8.530117628643866
90.0,0.2,275.0,0.09,0.3,-8.275649569256911
90.0,0.2,275.0,0.09,0.5,-8.038118750183477
90.0,0.2,275.0,0.09,0.9,-7.576187454825706
90.0,0.2,275.0,0.09,1.2,-7.239458403523594
90.0,0.2,275.0,0.1,0.05,-8.50477490989378
90.0,0.2,275.0,0.1,0.1,-8.405542255092152
90.0,0.2,275.0,0.1,0.3,-8.152028392718927
90.0,0.2,275.0,0.1,0.5,-7.915695464517642
90.0,0.2,275.0,0.1,0.9,-7.457118578794854
90.0,0.2,275.0,0.1,1.2,-7.124022473895718
90.0,0.2,275.0,0.11,0.05,-8.380476763650718
90.0,0.2,275.0,0.11,0.1,-8.281468418086302
90.0,0.2,275.0,0.11,0.3,-8.029029563934586
90.0,0.2,275.0,0.11,0.5,-7.794035474095391
90.0,0.2,275.0,0.11,0.9,-7.339116505786516
90.0,0.2,275.0,0.11,1.2,-7.009852134673505
90.0,0.2,275.0,0.12,0.05,-8.256718417397275
90.0,0.2,275.0,0.12,0.1,-8.157962708313388
90.0,0.2,275.0,0.12,0.3,-7.906728943074992
90.0,0.2,275.0,0.12,0.5,-7.673223922098233
90.0,0.2,275.0,0.12,0.9,-7.222304273810558
90.0,0.2,275.0,0.12,1.2,-6.897096577302825
90.0,0.2,275.0,0.13,0.05,-8.133572054989967
90.0,0.2,275.0,0.13,0.1,-8.035097655958863
90.0,0.2,275.0,0.13,0.3,-7.78521706337658
90.0,0.2,275.0,0.13,0.5,-7.553363434978471
90.0,0.2,275.0,0.13,0.9,-7.106801022102777
90.0,0.2,275.0,0.13,1.2,-6.785895611368843
90.0,0.2,275.0,0.14,0.05,-8.011114330462187
90.0,0.2,275.0,0.14,0.1,-7.912953672558675
90.0,0.2,275.0,0.14,0.3,-7.664576202294779
90.0,0.2,275.0,0.14,0.5,-7.434552435899679
90.0,0.2,275.0,0.14,0.9,-6.992721752665756
90.0,0.2,275.0,0.14,1.2,-6.676364322126846
90.0,0.2,275.0,0.15,0.05,-7.889430489913871
90.0,0.2,275.0,0.15,0.1,-7.791612396204846
90.0,0.2,275.0,0.15,0.3,-7.54490987097644
90.0,0.2,275.0,0.15,0.5,-7.316898002659119
90.0,0.2,275.0,0.15,0.9,-6.880176862407839
90.0,0.2,275.0,0.15,1.2,-6.568608892234442
90.0,0.2,275.0,0.16,0.05,-7.768606876596879
90.0,0.2,275.0,0.16,0.1,-7.671167987329917
90.0,0.2,275.0,0.16,0.3,-7.426313988820678
90.0,0.2,275.0,0.16,0.5,-7.200505751287675
90.0,0.2,275.0,0.16,0.9,-6.769275261495272
90.0,0.2,275.0,0.16,1.2,-6.462720016323719
90.0,0.2,275.0,0.17,0.05,-7.648746900780929
90.0,0.2,275.0,0.17,0.1,-7.551718909493878
90.0,0.2,275.0,0.17,0.3,-7.308896395686303
90.0,0.2,275.0,0.17,0.5,-7.0854844288738885
90.0,0.2,275.0,0.17,0.9,-6.660105545961556
90.0,0.2,275.0,0.17,1.2,-6.358774837351834
90.0,0.2,275.0,0.18,0.05,-7.529949855322621
90.0,0.2,275.0,0.18,0.1,-7.433364557068536
90.0,0.2,275.0,0.18,0.3,-7.1927613674156765
90.0,0.2,275.0,0.18,0.5,-6.97193734846865
90.0,0.2,275.0,0.18,0.9,-6.552756669190473
90.0,0.2,275.0,0.18,1.2,-6.2568384375481045
90.0,0.2,275.0,0.19,0.05,-7.412327191728011
90.0,0.2,275.0,0.19,0.1,-7.31621294930186
90.0,0.2,275.0,0.19,0.3,-7.078015082133812
90.0,0.2,275.0,0.19,0.5,-6.859969880913567
90.0,0.2,275.0,0.19,0.9,-6.447302588601459
90.0,0.2,275.0,0.19,1.2,-6.156968526967893
90.0,0.2,275.0,0.2,0.05,-7.295986831194838
90.0,0.2,275.0,0.2,0.1,-7.200370017358829
90.0,0.2,275.0,0.2,0.3,-6.964762434604562
90.0,0.2,275.0,0.2,0.5,-6.749672722141328
90.0,0.2,275.0,0.2,0.9,-6.343810730326642
90.0,0.2,275.0,0.2,1.2,-6.059217640902092
90.0,0.2,275.0,0.21,0.05,-7.1810440759410294
90.0,0.2,275.0,0.21,0.1,-7.0859409993252696
90.0,0.2,275.0,0.21,0.3,-6.853100226656687
90.0,0.2,275.0,0.21,0.5,-6.641132802333096
90.0,0.2,275.0,0.21,0.9,-6.242334518902365
90.0,0.2,275.0,0.21,1.2,-5.963638629392314
90.0,0.2,275.0,0.22,0.05,-7.067611986507023
90.0,0.2,275.0,0.22,0.1,-6.97302980097541
90.0,0.2,275.0,0.22,0.3,-6.743121166900683
90.0,0.2,275.0,0.22,0.5,-6.5344297879288105
90.0,0.2,275.0,0.22,0.9,-6.142925140728099
90.0,0.2,275.0,0.22,1.2,-5.870287556002163
90.0,0.2,275.0,0.23,0.05,-6.955801380957021
90.0,0.2,275.0,0.23,0.1,-6.861738364344085
90.0,0.2,275.0,0.23,0.3,-6.634907178176805
90.0,0.2,275.0,0.23,0.5,-6.429625206657689
90.0,0.2,275.0,0.23,0.9,-6.045631081010218
90.0,0.2,275.0,0.23,1.2,-5.77923050920266
90.0,0.2,275.0,0.24,0.05,-6.845719090675353
90.0,0.2,275.0,0.24,0.1,-6.752156796092249
90.0,0.2,275.0,0.24,0.3,-6.528533725908825
90.0,0.2,275.0,0.24,0.5,-6.326779971629829
90.0,0.2,275.0,0.24,0.9,-5.950502877721004
90.0,0.2,275.0,0.24,1.2,-5.690546566774909
90.0,0.2,275.0,0.25,0.05,-6.7374634836918625
90.0,0.2,275.0,0.25,0.1,-6.644368439203117
90.0,0.2,275.0,0.25,0.3,-6.424062028231396
90.0,0.2,275.0,0.25,0.5,-6.225942388425175
90.0,0.2,275.0,0.25,0.9,-5.857598018370381
90.0,0.2,275.0,0.25,1.2,-5.60432770726105
90.0,0.2,275.0,0.26,0.05,-6.631129488295161
90.0,0.2,275.0,0.26,0.1,-6.538444451423885
90.0,0.2,275.0,0.26,0.3,-6.3215462691848
90.0,0.2,275.0,0.26,0.5,-6.127158723715436
90.0,0.2,275.0,0.26,0.9,-5.766988651472307
90.0,0.2,275.0,0.26,1.2,-5.520673793222005
90.0,0.2,275.0,0.27,0.05,-6.5268065515929505
90.0,0.2,275.0,0.27,0.1,-6.434452042427422
90.0,0.2,275.0,0.27,0.3,-6.221033764981527
90.0,0.2,275.0,0.27,0.5,-6.030475527594984
90.0,0.2,275.0,0.27,0.9,-5.6787558597222345
90.0,0.2,275.0,0.27,1.2,-5.439697545835126
90.0,0.2,275.0,0.28,0.05,-6.424574282294114
90.0,0.2,275.0,0.28,0.1,-6.332447124176945
90.0,0.2,275.0,0.28,0.3,-6.122570483301167
90.0,0.2,275.0,0.28,0.5,-5.935946542257021
90.0,0.2,275.0,0.28,0.9,-5.593000221623554
90.0,0.2,275.0,0.28,1.2,-5.361510743045363
90.0,0.2,275.0,0.29,0.05,-6.324510367689971
90.0,0.2,275.0,0.29,0.1,-6.232482001679901
90.0,0.2,275.0,0.29,0.3,-6.026203201529943
90.0,0.2,275.0,0.29,0.5,-5.843635629697627
90.0,0.2,275.0,0.29,0.9,-5.509827939570559
90.0,0.2,275.0,0.29,1.2,-5.286218904428757
90.0,0.2,275.0,0.3,0.05,-6.22669417688415
90.0,0.2,275.0,0.3,0.1,-6.134606986901017
90.0,0.2,275.0,0.3,0.3,-5.931988633480863
90.0,0.2,275.0,0.3,0.5,-5.753617148004636
90.0,0.2,275.0,0.3,0.9,-5.429356670309371
90.0,0.2,275.0,0.3,1.2,-5.213916854999055
90.0,0.2,275.0,0.31,0.05,-6.131208079322389
90.0,0.2,275.0,0.31,0.1,-6.0388789812857855
90.0,0.2,275.0,0.31,0.3,-5.839990917462476
90.0,0.2,275.0,0.31,0.5,-5.665988811238651
90.0,0.2,275.0,0.31,0.9,-5.351700501679325
90.0,0.2,275.0,0.31,1.2,-5.144677744897581
90.0,0.2,275.0,0.32,0.05,-6.038147199283771
90.0,0.2,275.0,0.32,0.1,-5.945363967506973
90.0,0.2,275.0,0.32,0.3,-5.750293020829193
90.0,0.2,275.0,0.32,0.5,-5.580854148021459
90.0,0.2,275.0,0.32,0.9,-5.276968156543681
90.0,0.2,275.0,0.32,1.2,-5.078548158918985
90.0,0.2,275.0,0.33,0.05,-5.947621603570586
90.0,0.2,275.0,0.33,0.1,-5.8541419312124905
90.0,0.2,275.0,0.33,0.3,-5.662996237917899
90.0,0.2,275.0,0.33,0.5,-5.498332877099684
90.0,0.2,275.0,0.33,0.9,-5.205252012140907
90.0,0.2,275.0,0.33,1.2,-5.0155483009823705
90.0,0.2,275.0,0.34,0.05,-5.8597654411712075
90.0,0.2,275.0,0.34,0.1,-5.765320772052919
90.0,0.2,275.0,0.34,0.3,-5.578225021115029
90.0,0.2,275.0,0.34,0.5,-5.4185601037029745
90.0,0.2,275.0,0.34,0.9,-5.13663073829056
